Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Multilingualität und Linked Data","Linked Enterprise Data","","","","10.1007/978-3-642-30274-9_7","Philipp CimianoChristina Unger","2014","http://link.springer.com/chapter/10.1007/978-3-642-30274-9_7","Chapter"
"Linked Data als Grundlage der semantischen Videosuche mit yovisto","Linked Enterprise Data","","","","10.1007/978-3-642-30274-9_13","Harald SackJörg Waitelonis","2014","http://link.springer.com/chapter/10.1007/978-3-642-30274-9_13","Chapter"
"Marktstudie: Welche Standards und Tools werden in Unternehmen eingesetzt?","Corporate Semantic Web","","","","10.1007/978-3-642-54886-4_3","Dipl.-Ing. Börteçin Ege","2015","http://link.springer.com/chapter/10.1007/978-3-642-54886-4_3","Chapter"
"Linked Data als integraler Bestandteil der Kernprozesse bei Wolters Kluwer Deutschland GmbH","Linked Enterprise Data","","","","10.1007/978-3-642-30274-9_14","Christian DirschlKatja Eck","2014","http://link.springer.com/chapter/10.1007/978-3-642-30274-9_14","Chapter"
"Einführung","Semantische Suche","","","","10.1007/978-3-658-30427-0_1","Thomas Hoppe","2020","http://link.springer.com/chapter/10.1007/978-3-658-30427-0_1","Chapter"
"Technik","Chatbots","","","","10.1007/978-3-658-28849-5_4","Andreas KohnePhilipp KleinmannsChristian RolfMoritz Beck","2020","http://link.springer.com/chapter/10.1007/978-3-658-28849-5_4","Chapter"
"Stand der Forschung: automatische Lernverfahren für die Wissensakquisition","Wissensakquisition mithilfe maschineller Lernverfahren auf tiefen semantischen Repräsentationen","","","","10.1007/978-3-8348-2503-2_4","Tim vor der Brück","2013","http://link.springer.com/chapter/10.1007/978-3-8348-2503-2_4","Chapter"
"Webtechnologien","Kompendium der Mediengestaltung","","","","10.1007/978-3-642-20582-8_10","Joachim BöhringerPeter BühlerPatrick Schlaich","2011","http://link.springer.com/chapter/10.1007/978-3-642-20582-8_10","Chapter"
"Webseiten","Kompendium der Mediengestaltung","","","","10.1007/978-3-642-54583-2_2","Joachim Böhringer Dipl.-Wirt.-Ing.Peter Bühler Dipl.-Ing.Patrick Schlaich ProfessorDominik Sinner Dipl.-Wirt.-Ing. (FH)","2014","http://link.springer.com/chapter/10.1007/978-3-642-54583-2_2","Chapter"
