authors	title	publication_year	doi	url	IS_ACCEPTED
Zihan Xu and Hai{-}Tao Zheng and Shaopeng Zhai and Dong Wang	Knowledge and Cross-Pair Pattern Guided Semantic Matching for Question Answering	2020		https://ojs.aaai.org/index.php/AAAI/article/view/6478	FALSE
Xuanyu Zhang	{CFGNN:} Cross Flow Graph Neural Networks for Question Answering on Complex Tables	2020		https://ojs.aaai.org/index.php/AAAI/article/view/6506	FALSE
Xing David Wang and Leon Weber and Ulf Leser	Biomedical Event Extraction as Multi-turn Question Answering	2020	https://doi.org/10.18653/v1/2020.louhi-1.10	https://doi.org/10.18653/v1/2020.louhi-1.10	FALSE
Mahmoud Khademi	Multimodal Neural Graph Memory Networks for Visual Question Answering	2020	https://doi.org/10.18653/v1/2020.acl-main.643	https://doi.org/10.18653/v1/2020.acl-main.643	FALSE
Yunshi Lan and Jing Jiang	Query Graph Generation for Answering Multi-hop Complex Questions from Knowledge Bases	2020	https://doi.org/10.18653/v1/2020.acl-main.91	https://doi.org/10.18653/v1/2020.acl-main.91	FALSE
Apoorv Saxena and Aditay Tripathi and Partha P. Talukdar	Improving Multi-hop Question Answering over Knowledge Graphs using Knowledge Base Embeddings	2020	https://doi.org/10.18653/v1/2020.acl-main.412	https://doi.org/10.18653/v1/2020.acl-main.412	FALSE
Qianglong Chen and Feng Ji and Haiqing Chen and Yin Zhang	Improving Commonsense Question Answering by Graph-based Iterative Retrieval over Multiple Knowledge Sources	2020	https://doi.org/10.18653/v1/2020.coling-main.232	https://doi.org/10.18653/v1/2020.coling-main.232	FALSE
Yuwei Fang and Siqi Sun and Zhe Gan and Rohit Pillai and Shuohang Wang and Jingjing Liu	Hierarchical Graph Network for Multi-hop Question Answering	2020	https://doi.org/10.18653/v1/2020.emnlp-main.710	https://doi.org/10.18653/v1/2020.emnlp-main.710	FALSE
Nan Shao and Yiming Cui and Ting Liu and Shijin Wang and Guoping Hu	Is Graph Structure Necessary for Multi-hop Question Answering?	2020	https://doi.org/10.18653/v1/2020.emnlp-main.583	https://doi.org/10.18653/v1/2020.emnlp-main.583	FALSE
Yaoyuan Liang and Xin Wang and Xuguang Duan and Wenwu Zhu	Multi-modal Contextual Graph Neural Network for Text Visual Question Answering	2020	https://doi.org/10.1109/ICPR48806.2021.9412891	https://doi.org/10.1109/ICPR48806.2021.9412891	FALSE
Jun Hu and Quan Fang and Shengsheng Qian and Changsheng Xu	Multi-modal Attentive Graph Pooling Model for Community Question Answer Matching	2020	https://doi.org/10.1145/3394171.3413711	https://doi.org/10.1145/3394171.3413711	FALSE
Raeid Saqur and Karthik Narasimhan	Multimodal Graph Networks for Compositional Generalization in Visual Question Answering	2020		https://proceedings.neurips.cc/paper/2020/hash/1fd6c4e41e2c6a6b092eb13ee72bce95-Abstract.html	FALSE
Mehrdad Alizadeh and Barbara Di Eugenio	Augmenting Visual Question Answering with Semantic Frame Information in a Multitask Learning Approach	2020	https://doi.org/10.1109/ICSC.2020.00013	https://doi.org/10.1109/ICSC.2020.00013	FALSE
Wenxuan Zhang and Yang Deng and Wai Lam	Answer Ranking for Product-Related Questions via Multiple Semantic Relations Modeling	2020	https://doi.org/10.1145/3397271.3401166	https://doi.org/10.1145/3397271.3401166	FALSE
Nhuan D. To and Marek Reformat	Question-Answering System with Linguistic Terms over {RDF} Knowledge Graphs	2020	https://doi.org/10.1109/SMC42975.2020.9282949	https://doi.org/10.1109/SMC42975.2020.9282949	FALSE
Yunqi Qiu and Yuanzhuo Wang and Xiaolong Jin and Kun Zhang	Stepwise Reasoning for Multi-Relation Question Answering over Knowledge Graph with Weak Supervision	2020	https://doi.org/10.1145/3336191.3371812	https://doi.org/10.1145/3336191.3371812	FALSE
Ze Yang and Linjun Shou and Ming Gong and Wutao Lin and Daxin Jiang	Model Compression with Two-stage Multi-teacher Knowledge Distillation for Web Question Answering System	2020	https://doi.org/10.1145/3336191.3371792	https://doi.org/10.1145/3336191.3371792	FALSE
Yuqing Xie and Wei Yang and Luchen Tan and Kun Xiong and Nicholas Jing Yuan and Baoxing Huai and Ming Li and Jimmy Lin	Distant Supervision for Multi-Stage Fine-Tuning in Retrieval-Based Question Answering	2020	https://doi.org/10.1145/3366423.3380060	https://doi.org/10.1145/3366423.3380060	FALSE
Mehrdad Alizadeh and Barbara Di Eugenio	Augmenting Visual Question Answering with Semantic Frame Information in a Multitask Learning Approach	2020		https://arxiv.org/abs/2001.11673	FALSE
Guanming Xiong	Fine-tuning Multi-hop Question Answering with Hierarchical Graph Network	2020		https://arxiv.org/abs/2004.13821	FALSE
Wenxuan Zhang and Yang Deng and Wai Lam	Answer Ranking for Product-Related Questions via Multiple Semantic Relations Modeling	2020		https://arxiv.org/abs/2006.15599	FALSE
Qianglong Chen and Feng Ji and Haiqing Chen and Yin Zhang	Improving Commonsense Question Answering by Graph-based Iterative Retrieval over Multiple Knowledge Sources	2020		https://arxiv.org/abs/2011.02705	FALSE
Sherzod Hakimov	Learning Multilingual Semantic Parsers for Question Answering over Linked Data. {A} comparison of neural and probabilistic graphical model architectures	2019		https://pub.uni-bielefeld.de/record/2935619	FALSE
Lei Sang and Min Xu and Shengsheng Qian and Xindong Wu	Multi-modal multi-view Bayesian semantic embedding for community question answering	2019	https://doi.org/10.1016/j.neucom.2018.12.067	https://doi.org/10.1016/j.neucom.2018.12.067	FALSE
Denis Andrei de Ara{\'{u}}jo and Sandro Jos{\'{e}} Rigo and Bruna Koch Schmitt and Alencar Hentges	A linguistic approach to short sentences keywords identification for a question answering system	2019	https://doi.org/10.1504/IJWET.2019.105593	https://doi.org/10.1504/IJWET.2019.105593	FALSE
Qun Li and Fu Xiao and Le An and Xianzhong Long and Xiaochuan Sun	Semantic Concept Network and Deep Walk-based Visual Question Answering	2019	https://doi.org/10.1145/3300938	https://doi.org/10.1145/3300938	FALSE
Daesik Kim and Seonhoon Kim and Nojun Kwak	Textbook Question Answering with Multi-modal Context Graph Understanding and Self-supervised Open-set Comprehension	2019	https://doi.org/10.18653/v1/p19-1347	https://doi.org/10.18653/v1/p19-1347	FALSE
Zhengwei Zhao and Xiaodong Wang and Xiaowei Xu and Qing Wang	Multi-Modal Question Answering System Driven by Domain Knowledge Graph	2019	https://doi.org/10.1109/BIGCOM.2019.00015	https://doi.org/10.1109/BIGCOM.2019.00015	FALSE
Qi Song and Mohammad Hossein Namaki and Yinghui Wu	Answering Why-Questions for Subgraph Queries in Multi-attributed Graphs	2019	https://doi.org/10.1109/ICDE.2019.00013	https://doi.org/10.1109/ICDE.2019.00013	FALSE
Qiang Huang and Jianhui Bu and Weijian Xie and Shengwen Yang and Weijia Wu and Liping Liu	Multi-task Sentence Encoding Model for Semantic Retrieval in Question Answering Systems	2019	https://doi.org/10.1109/IJCNN.2019.8852327	https://doi.org/10.1109/IJCNN.2019.8852327	FALSE
Wafa Wali and Fatma Ghorbel and Bilel Gargouri and Fay{\c{c}}al Hamdi and Elisabeth M{\'{e}}tais	A Multilingual Semantic Similarity-Based Approach for Question-Answering Systems	2019	https://doi.org/10.1007/978-3-030-29551-6\_54	https://doi.org/10.1007/978-3-030-29551-6\_54	TRUE
Jun Hu and Shengsheng Qian and Quan Fang and Changsheng Xu	Hierarchical Graph Semantic Pooling Network for Multi-modal Community Question Answer Matching	2019	https://doi.org/10.1145/3343031.3350966	https://doi.org/10.1145/3343031.3350966	FALSE
Yu Cao and Meng Fang and Dacheng Tao	{BAG:} Bi-directional Attention Entity Graph Convolutional Network for Multi-hop Reasoning Question Answering	2019	https://doi.org/10.18653/v1/n19-1032	https://doi.org/10.18653/v1/n19-1032	FALSE
Xiaolu Lu and Soumajit Pramanik and Rishiraj Saha Roy and Abdalghani Abujabal and Yafang Wang and Gerhard Weikum	Answering Complex Questions by Joining Multi-Document Evidence with Quasi Knowledge Graphs	2019	https://doi.org/10.1145/3331184.3331252	https://doi.org/10.1145/3331184.3331252	FALSE
Mokanarangan Thayaparan and Marco Valentino and Viktor Schlegel and Andr{\'{e}} Freitas	Identifying Supporting Facts for Multi-hop Question Answering with Document Graph Networks	2019	https://doi.org/10.18653/v1/D19-5306	https://doi.org/10.18653/v1/D19-5306	FALSE
Andreas R{\"{u}}ckl{\'{e}} and Krishnkant Swarnkar and Iryna Gurevych	Improved Cross-Lingual Question Retrieval for Community Question Answering	2019	https://doi.org/10.1145/3308558.3313502	https://doi.org/10.1145/3308558.3313502	FALSE
Tiago Santos and Simon Walk and Roman Kern and Markus Strohmaier and Denis Helic	Self- and Cross-Excitation in Stack Exchange Question {\&} Answer Communities	2019	https://doi.org/10.1145/3308558.3313440	https://doi.org/10.1145/3308558.3313440	FALSE
Yu Cao and Meng Fang and Dacheng Tao	{BAG:} Bi-directional Attention Entity Graph Convolutional Network for Multi-hop Reasoning Question Answering	2019		http://arxiv.org/abs/1904.04969	FALSE
Ze Yang and Linjun Shou and Ming Gong and Wutao Lin and Daxin Jiang	Model Compression with Multi-Task Knowledge Distillation for Web-scale Question Answering System	2019		http://arxiv.org/abs/1904.09636	FALSE
Xiaolu Lu and Soumajit Pramanik and Rishiraj Saha Roy and Abdalghani Abujabal and Yafang Wang and Gerhard Weikum	Answering Complex Questions by Joining Multi-Document Evidence with Quasi Knowledge Graphs	2019		http://arxiv.org/abs/1908.00469	FALSE
Mokanarangan Thayaparan and Marco Valentino and Viktor Schlegel and Andr{\'{e}} Freitas	Identifying Supporting Facts for Multi-hop Question Answering with Document Graph Networks	2019		http://arxiv.org/abs/1910.00290	FALSE
Ze Yang and Linjun Shou and Ming Gong and Wutao Lin and Daxin Jiang	Model Compression with Two-stage Multi-teacher Knowledge Distillation for Web Question Answering System	2019		http://arxiv.org/abs/1910.08381	FALSE
